Frame,Deformation (mm)
1375,44.822420569214536
1376,44.822420569214536
1377,44.822420569214536
1378,44.215144952904495
1379,44.822420569214536
1380,44.822420569214536
1381,44.822420569214536
1382,44.822420569214536
1383,44.822420569214536
1384,44.822420569214536
1385,44.822420569214536
1386,44.822420569214536
1387,45.37691332866557
1388,44.7960224880428
1389,45.402969902402795
1390,44.7960224880428
1391,45.358290085580876
1392,44.7960224880428
1393,45.37691332866557
1394,45.95781303961131
1395,45.95781303961131
1396,45.95781303961131
1397,45.939429295246924
1398,45.939429295246924
1399,46.53872605604152
1400,46.53872605604152
1401,45.95781303961131
1402,45.95781303961131
1403,45.95781303961131
1404,44.7960224880428
1405,44.822420569214536
1406,45.939429295246924
1407,45.358290085580876
1408,45.92471342943244
1409,45.92839461346681
1410,45.92839461346681
1411,46.50967131313896
1412,47.0909524479726
1413,46.50603891588095
1414,45.92471342943244
1415,45.92839461346681
1416,44.7960224880428
1417,45.37691332866557
1418,45.92471342943244
1419,44.822420569214536
